"time"	"h"	"uh"	"Period"
69	10192	0	76
79	10188	0	76
80	10182	0	76
81	10180	0	76
82	10180	0	76
83	10180	0	76
84	10175	0	76
85	10170	0	76
86	10170	0	76
87	10168	0	76
88	10160	0	76
90	10160	0	76
91	10160	0	76
92	10155	0	76
93	10150	0	76
94	10147	0	76
95	10145	0	76
103	10140	0	76
104	10140	0	76
109	10140	0	76
110	10130	0	76
112	10130	0	76
113	10123	0	76
123	10117	0	76
124	10114	0	76
125	10112	0	76
126	10100	0	76
127	10095	0	76
128	10095	0	76
129	10095	0	76
130	10089	0	76
131	10086	0	76
132	10080	0	76
133	10080	0	76
134	10079	0	76
135	10074	0	76
136	10065	0	76
137	10063	0	76
138	10060	0	76
0	10312	0	77
6	10310	0	77
11	10306	0	77
16	10260	0	77
17	10228	0	77
18	10218	0	77
19	10198	0	77
20	10185	0	77
34	10178	0	77
36	10160	0	77
37	10152	0	77
38	10135	0	77
39	10135	0	77
40	10130	0	77
41	10125	0	77
42	10122	0	77
43	10112	0	77
44	10105	0	77
45	10102	0	77
46	10100	0	77
47	10098	0	77
48	10094	0	77
49	10090	0	77
82	10090	0	77
0	10292	0	78
1	10283	0	78
2	10278	0	78
3	10250	0	78
5	10249	0	78
10	10249	0	78
11	10242	0	78
19	10235	0	78
20	10230	0	78
21	10227	0	78
48	10223	0	78
49	10215	0	78
53	10214	0	78
91	10200	0	78
92	10195	0	78
93	10176	0	78
94	10175	0	78
95	10170	0	78
96	10165	0	78
97	10162	0	78
98	10156	0	78
99	10154	0	78
108	10150	0	78
111	10150	0	78
112	10150	0	78
113	10149	0	78
115	10146	0	78
117	10143	0	78
118	10136	0	78
119	10131	0	78
130	10124	0	78
131	10122	0	78
134	10122	0	78
135	10122	0	78
136	10120	0	78
137	10120	0	78
0	10200	0	79
1	10200	0	79
2	10200	0	79
3	10191	0	79
4	10190	0	79
6	10190	0	79
7	10190	0	79
29	10188	0	79
30	10175	0	79
31	10164	0	79
32	10155	0	79
33	10150	0	79
35	10145	0	79
0	10150	0	80
1	10150	0	80
2	10145	0	80
6	10135	0	80
7	10130	0	80
8	10129	0	80
9	10125	0	80
46	10122	0	80
47	10121	0	80
48	10112	0	80
49	10106	0	80
50	10104	0	80
51	10100	0	80
54	10097	0	80
55	10093	0	80
56	10092	0	80
57	10090	0	80
59	10088	0	80
60	10084	0	80
62	10084	0	80
63	10075	0	80
64	10074	0	80
66	10070	0	80
67	10069	0	80
68	10062	0	80
69	10060	0	80
70	10053	0	80
71	10050	0	80
72	10050	0	80
73	10048	0	80
74	10044	0	80
75	10044	0	80
76	10041	0	80
77	10038	0	80
83	10038	0	80
84	10034	0	80
87	10034	0	80
88	10030	0	80
89	10024	0	80
90	10023	0	80
91	10023	0	80
92	10021	0	80
93	10020	0	80
94	10018	0	80
95	10018	0	80
96	10018	0	80
98	10018	0	80
99	10015	0	80
100	10015	0	80
101	10015	0	80
102	10015	0	80
103	10010	0	80
104	10008	0	80
105	10005	0	80
0	10370	0	81
2	10341	0	81
3	10330	0	81
4	10326	0	81
5	10310	0	81
6	10302	0	81
7	10286	0	81
8	10280	0	81
18	10262	0	81
20	10262	0	81
21	10255	0	81
36	10235	0	81
37	10214	0	81
54	10210	0	81
55	10200	0	81
56	10185	0	81
57	10180	0	81
60	10178	0	81
71	10172	0	81
72	10168	0	81
81	10168	0	81
85	10168	0	81
86	10164	0	81
87	10160	0	81
89	10158	0	81
90	10154	0	81
91	10152	0	81
92	10150	0	81
93	10146	0	81
95	10146	0	81
96	10146	0	81
102	10144	0	81
103	10144	0	81
104	10140	0	81
105	10140	0	81
106	10138	0	81
108	10132	0	81
109	10130	0	81
110	10130	0	81
111	10126	0	81
112	10123	0	81
113	10120	0	81
114	10116	0	81
115	10115	0	81
116	10110	0	81
117	10108	0	81
0	10325	0	82
9	10305	0	82
25	10302	0	82
26	10288	0	82
27	10275	0	82
28	10262	0	82
29	10255	0	82
30	10248	0	82
32	10245	0	82
69	10244	0	82
70	10236	0	82
71	10225	0	82
72	10220	0	82
73	10210	0	82
74	10205	0	82
75	10200	0	82
76	10195	0	82
77	10175	0	82
0	10257	0	83
1	10250	0	83
2	10241	0	83
3	10238	0	83
5	10236	0	83
6	10235	0	83
7	10234	0	83
8	10225	0	83
9	10223	0	83
14	10221	0	83
15	10215	0	83
16	10215	0	83
21	10214	0	83
22	10211	0	83
23	10207	0	83
25	10207	0	83
26	10200	0	83
33	10200	0	83
36	10200	0	83
37	10185	0	83
39	10185	0	83
40	10185	0	83
41	10182	0	83
42	10175	0	83
43	10170	0	83
49	10170	0	83
50	10166	0	83
51	10165	0	83
66	10163	0	83
68	10160	0	83
69	10150	0	83
70	10141	0	83
71	10135	0	83
72	10132	0	83
80	10126	0	83
95	10125	0	83
96	10119	0	83
97	10112	0	83
98	10112	0	83
105	10109	0	83
0	10275	0	84
1	10266	0	84
2	10257	0	84
3	10246	0	84
8	10243	0	84
9	10236	0	84
10	10234	0	84
11	10225	0	84
18	10221	0	84
19	10220	0	84
20	10218	0	84
38	10215	0	84
39	10214	0	84
40	10214	0	84
41	10213	0	84
42	10205	0	84
43	10204	0	84
45	10200	0	84
46	10200	0	84
47	10194	0	84
48	10189	0	84
49	10186	0	84
50	10182	0	84
51	10178	0	84
52	10176	0	84
88	10167	0	84
89	10161	0	84
90	10154	0	84
92	10150	0	84
93	10145	0	84
94	10139	0	84
95	10131	0	84
96	10128	0	84
97	10124	0	84
98	10123	0	84
99	10118	0	84
100	10117	0	84
102	10117	0	84
103	10113	0	84
104	10108	0	84
105	10106	0	84
106	10103	0	84
107	10101	0	84
108	10099	0	84
109	10094	0	84
129	10088	0	84
0	10404	0	85
1	10389	0	85
6	10382	0	85
7	10361	0	85
14	10350	0	85
15	10338	0	85
16	10318	0	85
17	10305	0	85
18	10288	0	85
19	10274	0	85
20	10258	0	85
21	10242	0	85
26	10241	0	85
27	10240	0	85
28	10226	0	85
29	10225	0	85
46	10218	0	85
47	10214	0	85
48	10212	0	85
49	10209	0	85
50	10202	0	85
51	10193	0	85
52	10187	0	85
53	10187	0	85
57	10186	0	85
58	10174	0	85
61	10170	0	85
70	10159	0	85
71	10151	0	85
72	10145	0	85
73	10140	0	85
75	10137	0	85
76	10132	0	85
77	10132	0	85
84	10120	0	85
85	10107	0	85
86	10105	0	85
87	10091	0	85
88	10082	0	85
92	10075	0	85
0	10376	0	86
2	10348	0	86
3	10337	0	86
4	10334	0	86
9	10326	0	86
10	10319	0	86
11	10314	0	86
22	10307	0	86
23	10293	0	86
24	10280	0	86
25	10274	0	86
26	10258	0	86
27	10246	0	86
35	10240	0	86
36	10233	0	86
37	10233	0	86
41	10227	0	86
42	10217	0	86
43	10213	0	86
69	10210	0	86
70	10203	0	86
71	10196	0	86
72	10191	0	86
73	10183	0	86
74	10175	0	86
75	10171	0	86
76	10166	0	86
79	10163	0	86
80	10161	0	86
82	10161	0	86
83	10156	0	86
124	10145	0	86
125	10128	0	86
126	10124	0	86
0	10431	0	87
1	10398	0	87
2	10385	0	87
3	10366	0	87
4	10350	0	87
5	10329	0	87
6	10311	0	87
7	10290	0	87
8	10278	0	87
24	10271	0	87
25	10251	0	87
26	10243	0	87
27	10240	0	87
28	10230	0	87
29	10217	0	87
30	10207	0	87
49	10206	0	87
50	10195	0	87
51	10184	0	87
52	10182	0	87
53	10182	0	87
55	10176	0	87
56	10176	0	87
57	10174	0	87
58	10167	0	87
59	10164	0	87
60	10162	0	87
61	10161	0	87
62	10161	0	87
63	10154	0	87
64	10149	0	87
65	10141	0	87
66	10136	0	87
69	10134	0	87
70	10128	0	87
71	10126	0	87
72	10112	0	87
73	10106	0	87
76	10104	0	87
77	10089	0	87
78	10077	0	87
79	10070	0	87
80	10068	0	87
81	10064	0	87
0	10429	0	88
1	10338	0	88
2	10322	0	88
3	10317	0	88
4	10313	0	88
5	10302	0	88
6	10292	0	88
7	10280	0	88
22	10275	0	88
23	10257	0	88
24	10245	0	88
25	10235	0	88
26	10226	0	88
27	10213	0	88
28	10202	0	88
29	10196	0	88
30	10189	0	88
31	10187	0	88
78	10179	0	88
79	10165	0	88
80	10162	0	88
0	10203	0	89
1	10196	0	89
2	10194	0	89
8	10187	0	89
9	10187	0	89
10	10184	0	89
11	10175	0	89
12	10166	0	89
13	10165	0	89
17	10160	0	89
18	10160	0	89
19	10158	0	89
21	10157	0	89
23	10151	0	89
24	10144	0	89
48	10144	0	89
49	10135	0	89
53	10126	0	89
54	10120	0	89
55	10114	0	89
56	10111	0	89
74	10106	0	89
81	10095	0	89
82	10092	0	89
83	10074	0	89
84	10064	0	89
85	10059	0	89
86	10055	0	89
87	10052	0	89
88	10051	0	89
89	10050	0	89
90	10046	0	89
91	10042	0	89
92	10041	0	89
0	10355	0	90
1	10313	0	90
2	10272	0	90
3	10242	0	90
4	10240	0	90
5	10218	0	90
6	10195	0	90
52	10190	0	90
53	10176	0	90
54	10159	0	90
55	10148	0	90
56	10140	0	90
57	10130	0	90
58	10123	0	90
59	10118	0	90
83	10110	0	90
84	10099	0	90
85	10097	0	90
86	10097	0	90
87	10080	0	90
0	10366	0	91
1	10338	0	91
2	10326	0	91
3	10324	0	91
4	10305	0	91
5	10298	0	91
6	10287	0	91
7	10279	0	91
8	10271	0	91
9	10250	0	91
10	10247	0	91
11	10240	0	91
12	10228	0	91
21	10227	0	91
22	10219	0	91
23	10214	0	91
24	10207	0	91
25	10190	0	91
26	10181	0	91
27	10172	0	91
28	10168	0	91
29	10164	0	91
30	10159	0	91
31	10148	0	91
32	10143	0	91
39	10142	0	91
41	10132	0	91
42	10125	0	91
43	10115	0	91
62	10107	0	91
63	10104	0	91
64	10096	0	91
65	10086	0	91
66	10082	0	91
67	10080	0	91
68	10070	0	91
69	10067	0	91
70	10065	0	91
71	10060	0	91
72	10052	0	91
73	10046	0	91
74	10044	0	91
76	10044	0	91
98	10043	0	91
99	10042	0	91
0	10342	0	92
1	10318	0	92
2	10315	0	92
5	10314	0	92
6	10307	0	92
7	10290	0	92
8	10271	0	92
9	10253	0	92
10	10236	0	92
11	10225	0	92
12	10220	0	92
13	10215	0	92
14	10208	0	92
17	10189	0	92
18	10185	0	92
32	10179	0	92
33	10163	0	92
37	10154	0	92
38	10142	0	92
39	10130	0	92
40	10128	0	92
41	10127	0	92
42	10125	0	92
43	10125	0	92
44	10125	0	92
45	10123	0	92
46	10118	0	92
64	10118	0	92
69	10105	0	92
81	10098	0	92
90	10090	0	92
91	10081	0	92
92	10072	0	92
94	10070	0	92
95	10064	0	92
97	10048	0	92
98	10046	0	92
115	10028	0	92
116	10025	0	92
117	10020	0	92
118	10012	0	92
119	10008	0	92
121	10006	0	92
122	10000	0	92
123	9998	0	92
131	9990	0	92
132	9981	0	92
133	9974	0	92
143	9972	0	92
0	10365	0	93
1	10347	0	93
2	10327	0	93
3	10322	0	93
4	10304	0	93
5	10288	0	93
6	10274	0	93
7	10254	0	93
8	10240	0	93
12	10238	0	93
13	10235	0	93
14	10231	0	93
15	10218	0	93
17	10208	0	93
18	10205	0	93
19	10204	0	93
20	10200	0	93
22	10197	0	93
24	10188	0	93
25	10188	0	93
26	10170	0	93
27	10155	0	93
28	10148	0	93
29	10140	0	93
30	10133	0	93
31	10132	0	93
41	10129	0	93
42	10123	0	93
45	10115	0	93
47	10105	0	93
67	10058	0	93
87	10058	0	93
88	10057	0	93
89	10048	0	93
90	10048	0	93
91	10045	0	93
97	10040	0	93
98	10038	0	93
99	10037	0	93
100	10031	0	93
102	10018	0	93
103	10018	0	93
104	10003	0	93
105	10003	0	93
106	9997	0	93
107	9992	0	93
108	9992	0	93
109	9988	0	93
110	9982	0	93
0	10236	0	94
1	10228	0	94
2	10228	0	94
3	10218	0	94
4	10218	0	94
44	10216	0	94
45	10211	0	94
72	10204	0	94
73	10202	0	94
74	10197	0	94
75	10188	0	94
76	10177	0	94
77	10166	0	94
78	10158	0	94
79	10154	0	94
80	10147	0	94
82	10132	0	94
85	10132	0	94
86	10125	0	94
99	10118	0	94
100	10109	0	94
101	10106	0	94
104	10105	0	94
105	10103	0	94
106	10103	0	94
107	10096	0	94
114	10096	0	94
115	10094	0	94
116	10094	0	94
117	10092	0	94
118	10084	0	94
119	10076	0	94
120	10076	0	94
131	10066	0	94
132	10060	0	94
133	10060	0	94
134	10054	0	94
135	10053	0	94
136	10053	0	94
137	10041	0	94
140	10041	0	94
141	10036	0	94
142	10033	0	94
144	10033	0	94
149	10032	0	94
150	10022	0	94
151	10017	0	94
155	10015	0	94
156	10007	0	94
157	10007	0	94
158	10003	0	94
0	10312	0	95
1	10265	0	95
21	10240	0	95
22	10227	0	95
23	10210	0	95
24	10194	0	95
25	10186	0	95
26	10173	0	95
27	10167	0	95
28	10165	0	95
39	10161	0	95
40	10155	0	95
41	10147	0	95
42	10132	0	95
45	10131	0	95
46	10124	0	95
47	10112	0	95
48	10104	0	95
49	10100	0	95
50	10092	0	95
51	10087	0	95
52	10084	0	95
53	10078	0	95
54	10073	0	95
55	10070	0	95
73	10064	0	95
74	10058	0	95
75	10053	0	95
76	10046	0	95
77	10036	0	95
78	10032	0	95
0	10145	0	96
1	10127	0	96
2	10118	0	96
3	10111	0	96
4	10107	0	96
11	10100	0	96
12	10097	0	96
13	10092	0	96
14	10088	0	96
15	10078	0	96
16	10062	0	96
17	10049	0	96
18	10037	0	96
37	10035	0	96
38	10008	0	96
39	10004	0	96
42	10004	0	96
43	9995	0	96
44	9990	0	96
46	9985	0	96
47	9982	0	96
0	10188	0	97
2	10178	0	97
3	10166	0	97
4	10162	0	97
24	10160	0	97
48	10151	0	97
49	10145	0	97
50	10128	0	97
51	10126	0	97
52	10115	0	97
53	10113	0	97
64	10102	0	97
65	10095	0	97
66	10094	0	97
88	10090	0	97
89	10086	0	97
95	10076	0	97
96	10067	0	97
97	10058	0	97
98	10052	0	97
99	10049	0	97
0	10458	0	98
1	10435	0	98
2	10415	0	98
4	10410	0	98
5	10407	0	98
11	10404	0	98
12	10388	0	98
13	10375	0	98
14	10362	0	98
15	10355	0	98
16	10339	0	98
17	10322	0	98
19	10322	0	98
20	10302	0	98
21	10286	0	98
22	10271	0	98
23	10264	0	98
24	10250	0	98
25	10238	0	98
26	10230	0	98
27	10225	0	98
28	10222	0	98
29	10215	0	98
31	10208	0	98
32	10192	0	98
33	10180	0	98
34	10171	0	98
80	10171	0	98
81	10165	0	98
89	10164	0	98
90	10161	0	98
91	10156	0	98
92	10152	0	98
95	10146	0	98
96	10139	0	98
97	10137	0	98
98	10135	0	98
99	10125	0	98
100	10125	0	98
101	10121	0	98
103	10115	0	98
106	10111	0	98
107	10104	0	98
108	10100	0	98
134	10097	0	98
135	10090	0	98
136	10058	0	98
0	10187	0	99
8	10185	0	99
15	10185	0	99
16	10166	0	99
17	10160	0	99
18	10160	0	99
21	10160	0	99
24	10160	0	99
25	10149	0	99
36	10147	0	99
37	10140	0	99
38	10122	0	99
39	10116	0	99
40	10110	0	99
67	10110	0	99
75	10098	0	99
76	10078	0	99
77	10069	0	99
78	10050	0	99
79	10045	0	99
80	10042	0	99
81	10042	0	99
82	10038	0	99
83	10033	0	99
0	10286	0	100
2	10275	0	100
3	10268	0	100
4	10255	0	100
23	10238	0	100
24	10226	0	100
25	10204	0	100
26	10195	0	100
27	10189	0	100
28	10185	0	100
76	10175	0	100
77	10162	0	100
78	10150	0	100
79	10146	0	100
84	10143	0	100
100	10142	0	100
101	10135	0	100
102	10133	0	100
103	10127	0	100
104	10122	0	100
105	10121	0	100
106	10114	0	100
107	10110	0	100
134	10110	0	100
135	10104	0	100
136	10096	0	100
137	10092	0	100
138	10085	0	100
139	10081	0	100
140	10080	0	100
141	10075	0	100
142	10065	0	100
143	10060	0	100
144	10060	0	100
145	10058	0	100
146	10057	0	100
147	10045	0	100
148	10042	0	100
149	10031	0	100
150	10024	0	100
151	10022	0	100
154	10017	0	100
155	10008	0	100
156	10004	0	100
0	10223	0	101
11	10216	0	101
12	10210	0	101
13	10209	0	101
14	10205	0	101
15	10190	0	101
34	10190	0	101
36	10184	0	101
43	10180	0	101
44	10178	0	101
45	10170	0	101
46	10164	0	101
47	10161	0	101
50	10158	0	101
54	10156	0	101
55	10154	0	101
56	10150	0	101
58	10150	0	101
59	10148	0	101
60	10140	0	101
61	10129	0	101
68	10122	0	101
69	10112	0	101
70	10106	0	101
71	10101	0	101
79	10100	0	101
80	10094	0	101
81	10094	0	101
82	10094	0	101
85	10093	0	101
86	10090	0	101
87	10090	0	101
88	10082	0	101
89	10081	0	101
90	10080	0	101
91	10074	0	101
99	10072	0	101
100	10055	0	101
102	10051	0	101
103	10048	0	101
104	10043	0	101
105	10042	0	101
106	10037	0	101
107	10025	0	101
108	10020	0	101
138	10017	0	101
139	10016	0	101
154	10015	0	101
155	10006	0	101
158	10003	0	101
159	10000	0	101
160	9997	0	101
184	9994	0	101
185	9991	0	101
186	9989	0	101
191	9981	0	101
193	9972	0	101
0	10175	0	102
2	10120	0	102
3	10060	0	102
23	10055	0	102
29	10052	0	102
42	10048	0	102
43	10047	0	102
44	10035	0	102
45	10030	0	102
46	10026	0	102
47	10026	0	102
54	10026	0	102
55	10025	0	102
0	10263	0	103
1	10257	0	103
8	10240	0	103
9	10221	0	103
10	10210	0	103
18	10202	0	103
19	10189	0	103
20	10182	0	103
21	10170	0	103
22	10156	0	103
62	10154	0	103
63	10154	0	103
72	10149	0	103
73	10149	0	103
117	10140	0	103
118	10135	0	103
119	10135	0	103
120	10123	0	103
122	10120	0	103
124	10118	0	103
125	10110	0	103
126	10106	0	103
127	10100	0	103
131	10098	0	103
133	10098	0	103
0	10320	0	104
13	10312	0	104
14	10288	0	104
15	10271	0	104
16	10269	0	104
17	10266	0	104
18	10250	0	104
19	10231	0	104
20	10217	0	104
21	10208	0	104
22	10196	0	104
23	10188	0	104
24	10178	0	104
30	10170	0	104
31	10162	0	104
32	10157	0	104
33	10156	0	104
34	10155	0	104
35	10155	0	104
36	10152	0	104
57	10150	0	104
106	10148	0	104
107	10148	0	104
121	10145	0	104
123	10145	0	104
124	10145	0	104
130	10141	0	104
131	10135	0	104
133	10130	0	104
134	10120	0	104
135	10103	0	104
136	10100	0	104
137	10098	0	104
144	10098	0	104
157	10097	0	104
158	10090	0	104
159	10088	0	104
161	10088	0	104
162	10086	0	104
163	10080	0	104
164	10080	0	104
165	10075	0	104
169	10066	0	104
170	10054	0	104
171	10045	0	104
172	10040	0	104
173	10032	0	104
174	10025	0	104
176	10020	0	104
177	10018	0	104
178	10017	0	104
181	10012	0	104
182	10010	0	104
183	10010	0	104
184	10009	0	104
185	10009	0	104
186	10009	0	104
196	10009	0	104
198	10000	0	104
199	9990	0	104
200	9985	0	104
201	9979	0	104
203	9971	0	104
205	9966	0	104
206	9953	0	104
209	9953	0	104
210	9951	0	104
211	9948	0	104
212	9945	0	104
0	10220	0	105
1	10219	0	105
6	10213	0	105
7	10205	0	105
8	10201	0	105
21	10194	0	105
22	10182	0	105
24	10166	0	105
25	10159	0	105
26	10156	0	105
27	10150	0	105
28	10148	0	105
29	10148	0	105
30	10142	0	105
31	10132	0	105
32	10128	0	105
33	10120	0	105
35	10118	0	105
36	10116	0	105
37	10115	0	105
38	10110	0	105
39	10110	0	105
40	10106	0	105
41	10105	0	105
42	10100	0	105
43	10090	0	105
44	10086	0	105
45	10085	0	105
46	10083	0	105
47	10082	0	105
48	10082	0	105
65	10078	0	105
66	10065	0	105
67	10052	0	105
68	10049	0	105
69	10038	0	105
70	10038	0	105
71	10035	0	105
73	10035	0	105
90	10029	0	105
91	10015	0	105
92	10005	0	105
93	9991	0	105
0	10166	0	106
26	10162	0	106
27	10158	0	106
28	10151	0	106
29	10150	0	106
33	10142	0	106
34	10132	0	106
35	10122	0	106
61	10122	0	106
62	10116	0	106
63	10108	0	106
64	10106	0	106
66	10105	0	106
67	10092	0	106
68	10078	0	106
69	10056	0	106
70	10050	0	106
115	10048	0	106
116	10044	0	106
117	10042	0	106
118	10036	0	106
119	10026	0	106
120	10026	0	106
122	10020	0	106
